"County","ARIMA","HW","Time_Period"
"Orange",0.132883530992435,-0.239093704026057,3
"Orange",0.156416257243873,-0.570075222233603,4
"Orange",0.0296803964527019,1.65829610375906,5
"Orange",0.0950958775656449,-0.128414841967455,6
"Orange",0.382849402581723,-0.170486518621837,7
"Orange",0.103483285161696,-0.176249387698609,8
"Orange",1.07920489993138,3.40550167493633,9
"Orange",1.10068416656068,4.25744854539062,10
"Orange",2.40031165338042,6.44222511060266,11
"Orange",1.99657808489584,16.8152615915496,12
"Orange",5.88440831207811,24.0033446434596,13
"Orange",8.91741411590416,22.6800443725707,14
"Orange",14.148507264792,26.2543667794826,15
"Orange",23.3006964271465,31.3516619702864,16
"Orange",23.9137978578921,21.0699405135417,17
"Orange",42.2234656382707,24.6696304124594,18
"Orange",33.8921124200033,8.65807855751035,19
"Orange",53.5335853351929,24.1740617070199,20
"Orange",35.733266857529,5.80307895192526,21
"Orange",20.8088255208035,8.02648030793092,22
"Orange",9.76714848872188,-1.42959073863189,23
"Orange",6.3066559540233,6.93618201432061,24
"Orange",13.307692309868,12.1788571777656,25
"Orange",43.8186634827968,29.3199214413473,26
"Orange",6.17462724970478,-23.6622769893081,27
"Orange",3.42560715573139,-11.5630615041533,28
"Orange",3.05732851544251,-2.35280348387334,29
"Orange",2.51027760037245,2.49014744898801,30
"Orange",2.41096521277379,-1.69736432071944,31
"Orange",0.285410528859072,-2.57689424663747,32
"Orange",0.363248911706633,-0.304213298823766,33
"Orange",0.0169146090054888,0.781664075768289,34
"Orange",0.0169146090054888,3.18773142411768,35
"Orange",0.0169146090054887,4.29060151794511,36
"Orange",0.0169146090054887,4.79141441116035,37
"Orange",0.0169146090054887,5.00450514075278,38
"Orange",0.0169146090054887,4.99513115336798,39
"Orange",0.0169146090054887,4.86066800784018,40
"Orange",0.0169146090054887,4.67609903792199,41
"Orange",0.0169146090054887,4.47879261865415,42
"Orange",0.0169146090054887,4.29387981446105,43
"Orange",0.0169146090054887,4.10864557660757,44
"Orange",0.0169146090054887,3.89498001513072,45
"Orange",0.0169146090054887,3.65255362396977,46
"Orange",0.0169146090054887,3.38581475637925,47
"Orange",0.0169146090054957,3.12496420195602,48
"Orange",0.0169146146129772,2.92346792605909,49
"Orange",0.0169146296020346,2.74960745774068,50
"Orange",0.0169146465267463,2.61351609823647,51
"Orange",0.0170063348732457,2.79211810431996,52
"Orange",0.0182491884285297,2.67723991012429,53
"Orange",0.0189759256653804,3.30072996786799,54
"Orange",0.0194778812071203,2.54264453553682,55
"Orange",0.0196434864433254,2.21166301732927,56
"Orange",0.0196434864433254,4.44003434332194,57
"Orange",0.0196434864433254,2.65332339759542,58
"Orange",0.0196434864433254,2.61125172094104,59
"Orange",0.0196434864433254,2.60548885186427,60
"Orange",0.0196434864433254,6.18723991449921,61
"Orleans",0,-0.0116638299366458,1
"Orleans",0,-0.0338845984507852,2
"Orleans",0,-0.0423855842542338,3
"Orleans",0,-0.0379432688706092,4
"Orleans",0,0.0873405803525649,5
"Orleans",0,-0.0969001763644965,6
"Orleans",0,0.0640582061388946,7
"Orleans",0,0.0574744269300924,8
"Orleans",0,0.349726669698808,9
"Orleans",0,0.183004451399534,10
"Orleans",0,1.34360265526626,11
"Orleans",0,0.535322622288128,12
"Orleans",0,2.50666377920533,13
"Orleans",0,2.26370647693732,14
"Orleans",0,1.77919958371201,15
"Orleans",0,-0.117164814826018,16
"Orleans",0,4.69193202537044,17
"Orleans",0,4.14337072728265,18
"Orleans",0,5.9168459877213,19
"Orleans",0,11.2870469757999,20
"Orleans",0,10.357368748977,21
"Orleans",0,5.24689103578781,22
"Orleans",0,2.6894800916264,23
"Orleans",0,1.84054937201605,24
"Orleans",0,1.04936420868589,25
"Orleans",0,1.74931250750562,26
"Orleans",0,-0.132981115168401,27
"Orleans",0,0.711839794688406,28
"Orleans",0,-2.43931513708485,29
"Orleans",0,-0.115222999901578,30
"Orleans",0,-0.143716284705234,31
"Orleans",0,0.792064431597004,32
"Orleans",0,0.730103850875327,33
"Orleans",0,0.677785410106693,34
"Orleans",0,1.05695430181275,35
"Orleans",0,1.29193626938079,36
"Orleans",0,1.395839272441,37
"Orleans",0,1.44423455995318,38
"Orleans",0,1.47185827275146,39
"Orleans",0,1.48843757627274,40
"Orleans",0,1.50187785624918,41
"Orleans",0,1.51249215076692,42
"Orleans",0,1.5174637469416,43
"Orleans",0,1.49895568346616,44
"Orleans",0,1.41765492225036,45
"Orleans",0,1.26235903753093,46
"Orleans",0,1.07549572421373,47
