"","Period","County","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW"
"432","2009-2010","Westchester",2009-11-21,203,0,0,0,0
"433","2009-2010","Wyoming",2009-11-21,1,0,0,0,0
"434","2009-2010","Yates",2009-11-21,3,0,0,0,0
"435","2009-2010","Albany",2009-11-28,17,0,0,0,0
"436","2009-2010","Allegany",2009-11-28,4,0,0,0,0
"437","2009-2010","Bronx",2009-11-28,89,0,0,0,0
"438","2009-2010","Broome",2009-11-28,27,0,0,0,0
"439","2009-2010","Cattaraugus",2009-11-28,8,0,0,0,0
"440","2009-2010","Cayuga",2009-11-28,4,0,0,0,0
"441","2009-2010","Chautauqua",2009-11-28,12,0,0,0,0
"442","2009-2010","Chemung",2009-11-28,4,0,0,0,0
"443","2009-2010","Chenango",2009-11-28,11,0,0,0,0
"444","2009-2010","Clinton",2009-11-28,9,0,0,0,0
"445","2009-2010","Columbia",2009-11-28,4,0,0,0,0
"446","2009-2010","Cortland",2009-11-28,0,0,0,0,0
"447","2009-2010","Delaware",2009-11-28,4,0,0,0,0
"448","2009-2010","Dutchess",2009-11-28,38,0,0,0,0
"449","2009-2010","Erie",2009-11-28,31,0,0,0,0
"450","2009-2010","Essex",2009-11-28,3,0,0,0,0
"451","2009-2010","Franklin",2009-11-28,7,0,0,0,0
"452","2009-2010","Fulton",2009-11-28,1,0,0,0,0
"453","2009-2010","Genesee",2009-11-28,1,0,0,0,0
"454","2009-2010","Greene",2009-11-28,5,0,0,0,0
"455","2009-2010","Hamilton",2009-11-28,1,0,0,0,0
"456","2009-2010","Herkimer",2009-11-28,3,0,0,0,0
"457","2009-2010","Jefferson",2009-11-28,2,0,0,0,0
"458","2009-2010","Kings",2009-11-28,105,0,0,0,0
"459","2009-2010","Lewis",2009-11-28,0,0,0,0,0
"460","2009-2010","Livingston",2009-11-28,2,0,0,0,0
"461","2009-2010","Madison",2009-11-28,0,0,0,0,0
"462","2009-2010","Monroe",2009-11-28,115,0,0,0,0
"463","2009-2010","Montgomery",2009-11-28,1,0,0,0,0
"464","2009-2010","Nassau",2009-11-28,392,0,0,0,0
"465","2009-2010","New york",2009-11-28,114,0,0,0,0
"466","2009-2010","Niagara",2009-11-28,4,0,0,0,0
"467","2009-2010","Oneida",2009-11-28,9,0,0,0,0
"468","2009-2010","Onondaga",2009-11-28,33,0,0,0,0
"469","2009-2010","Ontario",2009-11-28,8,0,0,0,0
"470","2009-2010","Orange",2009-11-28,26,0,0,0,0
"471","2009-2010","Orleans",2009-11-28,7,0,0,0,0
"472","2009-2010","Oswego",2009-11-28,19,0,0,0,0
"473","2009-2010","Otsego",2009-11-28,3,0,0,0,0
"474","2009-2010","Putnam",2009-11-28,24,0,0,0,0
"475","2009-2010","Queens",2009-11-28,194,0,0,0,0
"476","2009-2010","Rensselaer",2009-11-28,4,0,0,0,0
"477","2009-2010","Richmond",2009-11-28,54,0,0,0,0
"478","2009-2010","Rockland",2009-11-28,18,0,0,0,0
"479","2009-2010","Saratoga",2009-11-28,4,0,0,0,0
"480","2009-2010","Schenectady",2009-11-28,7,0,0,0,0
"481","2009-2010","Schoharie",2009-11-28,1,0,0,0,0
"482","2009-2010","Schuyler",2009-11-28,0,0,0,0,0
"483","2009-2010","Seneca",2009-11-28,2,0,0,0,0
"485","2009-2010","Steuben",2009-11-28,3,0,0,0,0
"484","2009-2010","St lawrence",2009-11-28,1,0,0,0,0
"486","2009-2010","Suffolk",2009-11-28,463,0,0,0,0
"487","2009-2010","Sullivan",2009-11-28,5,0,0,0,0
"488","2009-2010","Tioga",2009-11-28,1,0,0,0,0
"489","2009-2010","Tompkins",2009-11-28,3,0,0,0,0
"490","2009-2010","Ulster",2009-11-28,17,0,0,0,0
"491","2009-2010","Warren",2009-11-28,1,0,0,0,0
"492","2009-2010","Washington",2009-11-28,1,0,0,0,0
"493","2009-2010","Wayne",2009-11-28,10,0,0,0,0
"494","2009-2010","Westchester",2009-11-28,157,0,0,0,0
"495","2009-2010","Wyoming",2009-11-28,2,0,0,0,0
"496","2009-2010","Yates",2009-11-28,0,0,0,0,0
"497","2009-2010","Albany",2009-12-05,8,0,0,0,0
"498","2009-2010","Allegany",2009-12-05,2,0,0,0,0
"499","2009-2010","Bronx",2009-12-05,93,0,0,0,0
"500","2009-2010","Broome",2009-12-05,7,0,0,0,0
"501","2009-2010","Cattaraugus",2009-12-05,2,0,0,0,0
"502","2009-2010","Cayuga",2009-12-05,4,0,0,0,0
"503","2009-2010","Chautauqua",2009-12-05,1,0,0,0,0
"504","2009-2010","Chemung",2009-12-05,2,0,0,0,0
"505","2009-2010","Chenango",2009-12-05,3,0,0,0,0
"506","2009-2010","Clinton",2009-12-05,3,0,0,0,0
"507","2009-2010","Columbia",2009-12-05,1,0,0,0,0
"508","2009-2010","Cortland",2009-12-05,2,0,0,0,0
"509","2009-2010","Delaware",2009-12-05,1,0,0,0,0
"510","2009-2010","Dutchess",2009-12-05,20,0,0,0,0
"511","2009-2010","Erie",2009-12-05,18,0,0,0,0
"512","2009-2010","Essex",2009-12-05,1,0,0,0,0
"513","2009-2010","Franklin",2009-12-05,2,0,0,0,0
"514","2009-2010","Fulton",2009-12-05,0,0,0,0,0
"515","2009-2010","Genesee",2009-12-05,2,0,0,0,0
"516","2009-2010","Greene",2009-12-05,1,0,0,0,0
"517","2009-2010","Hamilton",2009-12-05,0,0,0,0,0
"518","2009-2010","Herkimer",2009-12-05,1,0,0,0,0
"519","2009-2010","Jefferson",2009-12-05,3,0,0,0,0
"520","2009-2010","Kings",2009-12-05,72,0,0,0,0
"521","2009-2010","Lewis",2009-12-05,0,0,0,0,0
"522","2009-2010","Livingston",2009-12-05,1,0,0,0,0
"523","2009-2010","Madison",2009-12-05,4,0,0,0,0
"524","2009-2010","Monroe",2009-12-05,36,0,0,0,0
"525","2009-2010","Montgomery",2009-12-05,1,0,0,0,0
"526","2009-2010","Nassau",2009-12-05,230,0,0,0,0
"527","2009-2010","New york",2009-12-05,89,0,0,0,0
"528","2009-2010","Niagara",2009-12-05,0,0,0,0,0
"529","2009-2010","Oneida",2009-12-05,8,0,0,0,0
"530","2009-2010","Onondaga",2009-12-05,24,0,0,0,0
"531","2009-2010","Ontario",2009-12-05,6,0,0,0,0
"532","2009-2010","Orange",2009-12-05,10,0,0,0,0
"533","2009-2010","Orleans",2009-12-05,1,0,0,0,0
"534","2009-2010","Oswego",2009-12-05,2,0,0,0,0
"535","2009-2010","Otsego",2009-12-05,2,0,0,0,0
"536","2009-2010","Putnam",2009-12-05,10,0,0,0,0
"537","2009-2010","Queens",2009-12-05,101,0,0,0,0
"538","2009-2010","Rensselaer",2009-12-05,4,0,0,0,0
"539","2009-2010","Richmond",2009-12-05,45,0,0,0,0
"540","2009-2010","Rockland",2009-12-05,21,0,0,0,0
"541","2009-2010","Saratoga",2009-12-05,1,0,0,0,0
"542","2009-2010","Schenectady",2009-12-05,4,0,0,0,0
"543","2009-2010","Schoharie",2009-12-05,1,0,0,0,0
"544","2009-2010","Schuyler",2009-12-05,0,0,0,0,0
"545","2009-2010","Seneca",2009-12-05,0,0,0,0,0
"547","2009-2010","Steuben",2009-12-05,2,0,0,0,0
"546","2009-2010","St lawrence",2009-12-05,5,0,0,0,0
"548","2009-2010","Suffolk",2009-12-05,246,0,0,0,0
"549","2009-2010","Sullivan",2009-12-05,2,0,0,0,0
"550","2009-2010","Tioga",2009-12-05,0,0,0,0,0
"551","2009-2010","Tompkins",2009-12-05,1,0,0,0,0
"552","2009-2010","Ulster",2009-12-05,9,0,0,0,0
"553","2009-2010","Warren",2009-12-05,0,0,0,0,0
"554","2009-2010","Washington",2009-12-05,0,0,0,0,0
"555","2009-2010","Wayne",2009-12-05,4,0,0,0,0
"556","2009-2010","Westchester",2009-12-05,82,0,0,0,0
"557","2009-2010","Wyoming",2009-12-05,2,0,0,0,0
"558","2009-2010","Yates",2009-12-05,1,0,0,0,0
"559","2009-2010","Albany",2009-12-12,5,0,0,0,0
"560","2009-2010","Allegany",2009-12-12,1,0,0,0,0
"561","2009-2010","Bronx",2009-12-12,66,0,0,0,0
"562","2009-2010","Broome",2009-12-12,1,0,0,0,0
"563","2009-2010","Cattaraugus",2009-12-12,0,0,0,0,0
"564","2009-2010","Cayuga",2009-12-12,1,0,0,0,0
"565","2009-2010","Chautauqua",2009-12-12,0,0,0,0,0
"566","2009-2010","Chemung",2009-12-12,0,0,0,0,0
"567","2009-2010","Chenango",2009-12-12,3,0,0,0,0
"568","2009-2010","Clinton",2009-12-12,3,0,0,0,0
"569","2009-2010","Columbia",2009-12-12,2,0,0,0,0
"570","2009-2010","Cortland",2009-12-12,1,0,0,0,0
"571","2009-2010","Delaware",2009-12-12,0,0,0,0,0
"572","2009-2010","Dutchess",2009-12-12,7,0,0,0,0
"573","2009-2010","Erie",2009-12-12,2,0,0,0,0
"574","2009-2010","Essex",2009-12-12,2,0,0,0,0
"575","2009-2010","Franklin",2009-12-12,2,0,0,0,0
"576","2009-2010","Fulton",2009-12-12,0,0,0,0,0
"577","2009-2010","Genesee",2009-12-12,3,0,0,0,0
"578","2009-2010","Greene",2009-12-12,5,0,0,0,0
"579","2009-2010","Hamilton",2009-12-12,0,0,0,0,0
"580","2009-2010","Herkimer",2009-12-12,0,0,0,0,0
"581","2009-2010","Jefferson",2009-12-12,0,0,0,0,0
"582","2009-2010","Kings",2009-12-12,46,0,0,0,0
"583","2009-2010","Lewis",2009-12-12,0,0,0,0,0
"584","2009-2010","Livingston",2009-12-12,1,0,0,0,0
"585","2009-2010","Madison",2009-12-12,0,0,0,0,0
"586","2009-2010","Monroe",2009-12-12,9,0,0,0,0
"587","2009-2010","Montgomery",2009-12-12,0,0,0,0,0
"588","2009-2010","Nassau",2009-12-12,131,0,0,0,0
"589","2009-2010","New york",2009-12-12,62,0,0,0,0
"590","2009-2010","Niagara",2009-12-12,0,0,0,0,0
"591","2009-2010","Oneida",2009-12-12,7,0,0,0,0
"592","2009-2010","Onondaga",2009-12-12,4,0,0,0,0
"593","2009-2010","Ontario",2009-12-12,0,0,0,0,0
"594","2009-2010","Orange",2009-12-12,6,0,0,0,0
"595","2009-2010","Orleans",2009-12-12,2,0,0,0,0
"596","2009-2010","Oswego",2009-12-12,0,0,0,0,0
"597","2009-2010","Otsego",2009-12-12,0,0,0,0,0
"598","2009-2010","Putnam",2009-12-12,9,0,0,0,0
"599","2009-2010","Queens",2009-12-12,69,0,0,0,0
"600","2009-2010","Rensselaer",2009-12-12,1,0,0,0,0
"601","2009-2010","Richmond",2009-12-12,22,0,0,0,0
"602","2009-2010","Rockland",2009-12-12,12,0,0,0,0
"603","2009-2010","Saratoga",2009-12-12,3,0,0,0,0
"604","2009-2010","Schenectady",2009-12-12,2,0,0,0,0
"605","2009-2010","Schoharie",2009-12-12,0,0,0,0,0
"606","2009-2010","Schuyler",2009-12-12,0,0,0,0,0
"607","2009-2010","Seneca",2009-12-12,0,0,0,0,0
"609","2009-2010","Steuben",2009-12-12,1,0,0,0,0
"608","2009-2010","St lawrence",2009-12-12,0,0,0,0,0
"610","2009-2010","Suffolk",2009-12-12,130,0,0,0,0
"611","2009-2010","Sullivan",2009-12-12,1,0,0,0,0
"612","2009-2010","Tioga",2009-12-12,2,0,0,0,0
"613","2009-2010","Tompkins",2009-12-12,1,0,0,0,0
"614","2009-2010","Ulster",2009-12-12,6,0,0,0,0
"615","2009-2010","Warren",2009-12-12,0,0,0,0,0
"616","2009-2010","Washington",2009-12-12,0,0,0,0,0
"617","2009-2010","Wayne",2009-12-12,1,0,0,0,0
"618","2009-2010","Westchester",2009-12-12,61,0,0,0,0
"619","2009-2010","Wyoming",2009-12-12,0,0,0,0,0
"620","2009-2010","Yates",2009-12-12,1,0,0,0,0
"621","2009-2010","Albany",2009-12-19,1,0,0,0,0
"622","2009-2010","Allegany",2009-12-19,1,0,0,0,0
"623","2009-2010","Bronx",2009-12-19,64,0,0,0,0
"624","2009-2010","Broome",2009-12-19,7,0,0,0,0
"625","2009-2010","Cattaraugus",2009-12-19,0,0,0,0,0
"626","2009-2010","Cayuga",2009-12-19,2,0,0,0,0
"627","2009-2010","Chautauqua",2009-12-19,1,0,0,0,0
"628","2009-2010","Chemung",2009-12-19,0,0,0,0,0
"629","2009-2010","Chenango",2009-12-19,2,0,0,0,0
"630","2009-2010","Clinton",2009-12-19,0,0,0,0,0
"631","2009-2010","Columbia",2009-12-19,0,0,0,0,0
"632","2009-2010","Cortland",2009-12-19,0,0,0,0,0
"633","2009-2010","Delaware",2009-12-19,0,0,0,0,0
"634","2009-2010","Dutchess",2009-12-19,9,0,0,0,0
"635","2009-2010","Erie",2009-12-19,5,0,0,0,0
"636","2009-2010","Essex",2009-12-19,0,0,0,0,0
"637","2009-2010","Franklin",2009-12-19,0,0,0,0,0
"638","2009-2010","Fulton",2009-12-19,0,0,0,0,0
"639","2009-2010","Genesee",2009-12-19,0,0,0,0,0
"640","2009-2010","Greene",2009-12-19,3,0,0,0,0
"641","2009-2010","Hamilton",2009-12-19,0,0,0,0,0
"642","2009-2010","Herkimer",2009-12-19,0,0,0,0,0
"643","2009-2010","Jefferson",2009-12-19,0,0,0,0,0
"644","2009-2010","Kings",2009-12-19,37,0,0,0,0
"645","2009-2010","Lewis",2009-12-19,1,0,0,0,0
"646","2009-2010","Livingston",2009-12-19,1,0,0,0,0
"647","2009-2010","Madison",2009-12-19,1,0,0,0,0
"648","2009-2010","Monroe",2009-12-19,19,0,0,0,0
"649","2009-2010","Montgomery",2009-12-19,0,0,0,0,0
"650","2009-2010","Nassau",2009-12-19,140,0,0,0,0
"651","2009-2010","New york",2009-12-19,58,0,0,0,0
"652","2009-2010","Niagara",2009-12-19,0,0,0,0,0
"653","2009-2010","Oneida",2009-12-19,4,0,0,0,0
"654","2009-2010","Onondaga",2009-12-19,5,0,0,0,0
"655","2009-2010","Ontario",2009-12-19,3,0,0,0,0
"656","2009-2010","Orange",2009-12-19,8,0,0,0,0
"657","2009-2010","Orleans",2009-12-19,0,0,0,0,0
"658","2009-2010","Oswego",2009-12-19,2,0,0,0,0
"659","2009-2010","Otsego",2009-12-19,0,0,0,0,0
"660","2009-2010","Putnam",2009-12-19,27,0,0,0,0
"661","2009-2010","Queens",2009-12-19,96,0,0,0,0
"662","2009-2010","Rensselaer",2009-12-19,1,0,0,0,0
"663","2009-2010","Richmond",2009-12-19,18,0,0,0,0
"664","2009-2010","Rockland",2009-12-19,3,0,0,0,0
"665","2009-2010","Saratoga",2009-12-19,2,0,0,0,0
"666","2009-2010","Schenectady",2009-12-19,2,0,0,0,0
"667","2009-2010","Schoharie",2009-12-19,0,0,0,0,0
"668","2009-2010","Schuyler",2009-12-19,0,0,0,0,0
"669","2009-2010","Seneca",2009-12-19,1,0,0,0,0
"671","2009-2010","Steuben",2009-12-19,1,0,0,0,0
"670","2009-2010","St lawrence",2009-12-19,1,0,0,0,0
"672","2009-2010","Suffolk",2009-12-19,84,0,0,0,0
"673","2009-2010","Sullivan",2009-12-19,1,0,0,0,0
"674","2009-2010","Tioga",2009-12-19,0,0,0,0,0
"675","2009-2010","Tompkins",2009-12-19,1,0,0,0,0
"676","2009-2010","Ulster",2009-12-19,0,0,0,0,0
"677","2009-2010","Warren",2009-12-19,0,0,0,0,0
"678","2009-2010","Washington",2009-12-19,0,0,0,0,0
"679","2009-2010","Wayne",2009-12-19,2,0,0,0,0
"680","2009-2010","Westchester",2009-12-19,47,0,0,0,0
"681","2009-2010","Wyoming",2009-12-19,1,0,0,0,0
"682","2009-2010","Yates",2009-12-19,0,0,0,0,0
"683","2009-2010","Albany",2009-12-26,0,0,0,0,0
"684","2009-2010","Allegany",2009-12-26,0,0,0,0,0
"685","2009-2010","Bronx",2009-12-26,59,0,0,0,0
"686","2009-2010","Broome",2009-12-26,0,0,0,0,0
"687","2009-2010","Cattaraugus",2009-12-26,0,0,0,0,0
"688","2009-2010","Cayuga",2009-12-26,0,0,0,0,0
"689","2009-2010","Chautauqua",2009-12-26,0,0,0,0,0
"690","2009-2010","Chemung",2009-12-26,0,0,0,0,0
"691","2009-2010","Chenango",2009-12-26,0,0,0,0,0
"692","2009-2010","Clinton",2009-12-26,2,0,0,0,0
"693","2009-2010","Columbia",2009-12-26,0,0,0,0,0
"694","2009-2010","Cortland",2009-12-26,0,0,0,0,0
"695","2009-2010","Delaware",2009-12-26,0,0,0,0,0
"696","2009-2010","Dutchess",2009-12-26,6,0,0,0,0
"697","2009-2010","Erie",2009-12-26,4,0,0,0,0
"698","2009-2010","Essex",2009-12-26,0,0,0,0,0
"699","2009-2010","Franklin",2009-12-26,0,0,0,0,0
"700","2009-2010","Fulton",2009-12-26,1,0,0,0,0
"701","2009-2010","Genesee",2009-12-26,0,0,0,0,0
"702","2009-2010","Greene",2009-12-26,1,0,0,0,0
"703","2009-2010","Hamilton",2009-12-26,0,0,0,0,0
"704","2009-2010","Herkimer",2009-12-26,1,0,0,0,0
"705","2009-2010","Jefferson",2009-12-26,0,0,0,0,0
"706","2009-2010","Kings",2009-12-26,33,0,0,0,0
"707","2009-2010","Lewis",2009-12-26,0,0,0,0,0
"708","2009-2010","Livingston",2009-12-26,0,0,0,0,0
"709","2009-2010","Madison",2009-12-26,0,0,0,0,0
"710","2009-2010","Monroe",2009-12-26,4,0,0,0,0
"711","2009-2010","Montgomery",2009-12-26,0,0,0,0,0
"712","2009-2010","Nassau",2009-12-26,73,0,0,0,0
"713","2009-2010","New york",2009-12-26,40,0,0,0,0
"714","2009-2010","Niagara",2009-12-26,0,0,0,0,0
"715","2009-2010","Oneida",2009-12-26,0,0,0,0,0
"716","2009-2010","Onondaga",2009-12-26,4,0,0,0,0
"717","2009-2010","Ontario",2009-12-26,6,0,0,0,0
"718","2009-2010","Orange",2009-12-26,7,0,0,0,0
"719","2009-2010","Orleans",2009-12-26,0,0,0,0,0
"720","2009-2010","Oswego",2009-12-26,1,0,0,0,0
"721","2009-2010","Otsego",2009-12-26,0,0,0,0,0
"722","2009-2010","Putnam",2009-12-26,1,0,0,0,0
"723","2009-2010","Queens",2009-12-26,58,0,0,0,0
"724","2009-2010","Rensselaer",2009-12-26,1,0,0,0,0
"725","2009-2010","Richmond",2009-12-26,10,0,0,0,0
"726","2009-2010","Rockland",2009-12-26,2,0,0,0,0
"727","2009-2010","Saratoga",2009-12-26,2,0,0,0,0
"728","2009-2010","Schenectady",2009-12-26,0,0,0,0,0
"729","2009-2010","Schoharie",2009-12-26,0,0,0,0,0
"730","2009-2010","Schuyler",2009-12-26,0,0,0,0,0
"731","2009-2010","Seneca",2009-12-26,1,0,0,0,0
"733","2009-2010","Steuben",2009-12-26,0,0,0,0,0
"732","2009-2010","St lawrence",2009-12-26,0,0,0,0,0
"734","2009-2010","Suffolk",2009-12-26,50,0,0,0,0
"735","2009-2010","Sullivan",2009-12-26,0,0,0,0,0
"736","2009-2010","Tioga",2009-12-26,1,0,0,0,0
"737","2009-2010","Tompkins",2009-12-26,6,0,0,0,0
"738","2009-2010","Ulster",2009-12-26,3,0,0,0,0
"739","2009-2010","Warren",2009-12-26,0,0,0,0,0
"740","2009-2010","Washington",2009-12-26,0,0,0,0,0
"741","2009-2010","Wayne",2009-12-26,0,0,0,0,0
"742","2009-2010","Westchester",2009-12-26,32,0,0,0,0
"743","2009-2010","Wyoming",2009-12-26,0,0,0,0,0
"744","2009-2010","Yates",2009-12-26,1,0,0,0,0
"745","2009-2010","Albany",2010-01-02,0,0,0,0,0
"746","2009-2010","Allegany",2010-01-02,0,0,0,0,0
"747","2009-2010","Bronx",2010-01-02,62,0,0,0,0
"748","2009-2010","Broome",2010-01-02,1,0,0,0,0
"749","2009-2010","Cattaraugus",2010-01-02,0,0,0,0,0
"750","2009-2010","Cayuga",2010-01-02,0,0,0,0,0
"751","2009-2010","Chautauqua",2010-01-02,0,0,0,0,0
"752","2009-2010","Chemung",2010-01-02,0,0,0,0,0
"753","2009-2010","Chenango",2010-01-02,2,0,0,0,0
"754","2009-2010","Clinton",2010-01-02,2,0,0,0,0
"755","2009-2010","Columbia",2010-01-02,0,0,0,0,0
"756","2009-2010","Cortland",2010-01-02,0,0,0,0,0
"757","2009-2010","Delaware",2010-01-02,0,0,0,0,0
"758","2009-2010","Dutchess",2010-01-02,3,0,0,0,0
"759","2009-2010","Erie",2010-01-02,3,0,0,0,0
"760","2009-2010","Essex",2010-01-02,0,0,0,0,0
"761","2009-2010","Franklin",2010-01-02,0,0,0,0,0
"762","2009-2010","Fulton",2010-01-02,0,0,0,0,0
"763","2009-2010","Genesee",2010-01-02,1,0,0,0,0
"764","2009-2010","Greene",2010-01-02,0,0,0,0,0
"765","2009-2010","Hamilton",2010-01-02,0,0,0,0,0
"766","2009-2010","Herkimer",2010-01-02,0,0,0,0,0
"767","2009-2010","Jefferson",2010-01-02,0,0,0,0,0
"768","2009-2010","Kings",2010-01-02,42,0,0,0,0
"769","2009-2010","Lewis",2010-01-02,0,0,0,0,0
"770","2009-2010","Livingston",2010-01-02,1,0,0,0,0
"771","2009-2010","Madison",2010-01-02,0,0,0,0,0
"772","2009-2010","Monroe",2010-01-02,34,0,0,0,0
"773","2009-2010","Montgomery",2010-01-02,0,0,0,0,0
"774","2009-2010","Nassau",2010-01-02,74,0,0,0,0
"775","2009-2010","New york",2010-01-02,32,0,0,0,0
"776","2009-2010","Niagara",2010-01-02,0,0,0,0,0
"777","2009-2010","Oneida",2010-01-02,0,0,0,0,0
"778","2009-2010","Onondaga",2010-01-02,11,0,0,0,0
"779","2009-2010","Ontario",2010-01-02,0,0,0,0,0
"780","2009-2010","Orange",2010-01-02,3,0,0,0,0
"781","2009-2010","Orleans",2010-01-02,1,0,0,0,0
"782","2009-2010","Oswego",2010-01-02,2,0,0,0,0
"783","2009-2010","Otsego",2010-01-02,0,0,0,0,0
"784","2009-2010","Putnam",2010-01-02,4,0,0,0,0
"785","2009-2010","Queens",2010-01-02,58,0,0,0,0
"786","2009-2010","Rensselaer",2010-01-02,0,0,0,0,0
"787","2009-2010","Richmond",2010-01-02,7,0,0,0,0
"788","2009-2010","Rockland",2010-01-02,8,0,0,0,0
"789","2009-2010","Saratoga",2010-01-02,0,0,0,0,0
"790","2009-2010","Schenectady",2010-01-02,1,0,0,0,0
"791","2009-2010","Schoharie",2010-01-02,0,0,0,0,0
"792","2009-2010","Schuyler",2010-01-02,0,0,0,0,0
"793","2009-2010","Seneca",2010-01-02,1,0,0,0,0
"795","2009-2010","Steuben",2010-01-02,1,0,0,0,0
"794","2009-2010","St lawrence",2010-01-02,0,0,0,0,0
"796","2009-2010","Suffolk",2010-01-02,46,0,0,0,0
"797","2009-2010","Sullivan",2010-01-02,1,0,0,0,0
"798","2009-2010","Tioga",2010-01-02,1,0,0,0,0
"799","2009-2010","Tompkins",2010-01-02,1,0,0,0,0
"800","2009-2010","Ulster",2010-01-02,1,0,0,0,0
"801","2009-2010","Warren",2010-01-02,0,0,0,0,0
"802","2009-2010","Washington",2010-01-02,0,0,0,0,0
"803","2009-2010","Wayne",2010-01-02,8,0,0,0,0
"804","2009-2010","Westchester",2010-01-02,22,0,0,0,0
"805","2009-2010","Wyoming",2010-01-02,0,0,0,0,0
"806","2009-2010","Yates",2010-01-02,0,0,0,0,0
"807","2009-2010","Albany",2010-01-09,0,0,0,0,0
"808","2009-2010","Allegany",2010-01-09,0,0,0,0,0
"809","2009-2010","Bronx",2010-01-09,59,0,0,0,0
"810","2009-2010","Broome",2010-01-09,2,0,0,0,0
"811","2009-2010","Cattaraugus",2010-01-09,1,0,0,0,0
"812","2009-2010","Cayuga",2010-01-09,0,0,0,0,0
"813","2009-2010","Chautauqua",2010-01-09,0,0,0,0,0
"814","2009-2010","Chemung",2010-01-09,1,0,0,0,0
"815","2009-2010","Chenango",2010-01-09,0,0,0,0,0
"816","2009-2010","Clinton",2010-01-09,0,0,0,0,0
"817","2009-2010","Columbia",2010-01-09,0,0,0,0,0
"818","2009-2010","Cortland",2010-01-09,0,0,0,0,0
"819","2009-2010","Delaware",2010-01-09,0,0,0,0,0
"820","2009-2010","Dutchess",2010-01-09,2,0,0,0,0
"821","2009-2010","Erie",2010-01-09,1,0,0,0,0
"822","2009-2010","Essex",2010-01-09,0,0,0,0,0
"823","2009-2010","Franklin",2010-01-09,0,0,0,0,0
"824","2009-2010","Fulton",2010-01-09,1,0,0,0,0
"825","2009-2010","Genesee",2010-01-09,0,0,0,0,0
"826","2009-2010","Greene",2010-01-09,0,0,0,0,0
"827","2009-2010","Hamilton",2010-01-09,0,0,0,0,0
"828","2009-2010","Herkimer",2010-01-09,0,0,0,0,0
"829","2009-2010","Jefferson",2010-01-09,0,0,0,0,0
"830","2009-2010","Kings",2010-01-09,28,0,0,0,0
"831","2009-2010","Lewis",2010-01-09,0,0,0,0,0
"832","2009-2010","Livingston",2010-01-09,0,0,0,0,0
"833","2009-2010","Madison",2010-01-09,0,0,0,0,0
"834","2009-2010","Monroe",2010-01-09,23,0,0,0,0
"835","2009-2010","Montgomery",2010-01-09,0,0,0,0,0
"836","2009-2010","Nassau",2010-01-09,65,0,0,0,0
"837","2009-2010","New york",2010-01-09,27,0,0,0,0
"838","2009-2010","Niagara",2010-01-09,0,0,0,0,0
"839","2009-2010","Oneida",2010-01-09,2,0,0,0,0
"840","2009-2010","Onondaga",2010-01-09,14,0,0,0,0
"841","2009-2010","Ontario",2010-01-09,0,0,0,0,0
"842","2009-2010","Orange",2010-01-09,1,0,0,0,0
"843","2009-2010","Orleans",2010-01-09,0,0,0,0,0
"844","2009-2010","Oswego",2010-01-09,0,0,0,0,0
"845","2009-2010","Otsego",2010-01-09,0,0,0,0,0
"846","2009-2010","Putnam",2010-01-09,2,0,0,0,0
"847","2009-2010","Queens",2010-01-09,49,0,0,0,0
"848","2009-2010","Rensselaer",2010-01-09,0,0,0,0,0
"849","2009-2010","Richmond",2010-01-09,2,0,0,0,0
"850","2009-2010","Rockland",2010-01-09,3,0,0,0,0
"851","2009-2010","Saratoga",2010-01-09,0,0,0,0,0
"852","2009-2010","Schenectady",2010-01-09,0,0,0,0,0
"853","2009-2010","Schoharie",2010-01-09,0,0,0,0,0
"854","2009-2010","Schuyler",2010-01-09,0,0,0,0,0
"855","2009-2010","Seneca",2010-01-09,0,0,0,0,0
"857","2009-2010","Steuben",2010-01-09,0,0,0,0,0
"856","2009-2010","St lawrence",2010-01-09,0,0,0,0,0
"858","2009-2010","Suffolk",2010-01-09,36,0,0,0,0
"859","2009-2010","Sullivan",2010-01-09,3,0,0,0,0
"860","2009-2010","Tioga",2010-01-09,1,0,0,0,0
"861","2009-2010","Tompkins",2010-01-09,0,0,0,0,0
"862","2009-2010","Ulster",2010-01-09,0,0,0,0,0
"863","2009-2010","Warren",2010-01-09,0,0,0,0,0
"864","2009-2010","Washington",2010-01-09,0,0,0,0,0
"865","2009-2010","Wayne",2010-01-09,7,0,0,0,0
"866","2009-2010","Westchester",2010-01-09,24,0,0,0,0
"867","2009-2010","Wyoming",2010-01-09,0,0,0,0,0
"868","2009-2010","Yates",2010-01-09,0,0,0,0,0
"869","2009-2010","Albany",2010-01-16,0,0,0,0,0
"870","2009-2010","Allegany",2010-01-16,0,0,0,0,0
"871","2009-2010","Bronx",2010-01-16,34,0,0,0,0
"872","2009-2010","Broome",2010-01-16,3,0,0,0,0
"873","2009-2010","Cattaraugus",2010-01-16,0,0,0,0,0
"874","2009-2010","Cayuga",2010-01-16,0,0,0,0,0
"875","2009-2010","Chautauqua",2010-01-16,0,0,0,0,0
"876","2009-2010","Chemung",2010-01-16,0,0,0,0,0
"877","2009-2010","Chenango",2010-01-16,0,0,0,0,0
"878","2009-2010","Clinton",2010-01-16,0,0,0,0,0
"879","2009-2010","Columbia",2010-01-16,1,0,0,0,0
