"","County","ARIMA","HW","Time_Period"
"314","Cayuga","0","0.784342203703861","8"
"315","Cayuga","0","0.661275417634894","9"
"316","Cayuga","0","1.33598204058375","10"
"317","Cayuga","0","2.0056729552322","11"
"318","Cayuga","0","0.36311466301478","12"
"319","Cayuga","0","11.1600813110256","13"
"320","Cayuga","0","-2.32663606187924","14"
"321","Cayuga","0","-3.08080291352538","15"
"322","Cayuga","0","-0.254137921009611","16"
"323","Cayuga","0","6.98660262251707","17"
"324","Cayuga","0","4.22380222604023","18"
"325","Cayuga","0","-2.14999279004009","19"
"326","Cayuga","0","-0.345454392991813","20"
"327","Cayuga","0","-0.953483838391492","21"
"328","Cayuga","0","0.124451920606759","22"
"329","Cayuga","0","0.547427428423383","23"
"330","Cayuga","0","2.44903405542601","24"
"331","Cayuga","0","3.97917008542843","25"
"332","Cayuga","0","7.97443974263242","26"
"333","Cayuga","0","0.856894990743713","27"
"334","Cayuga","0","-2.52801418282455","28"
"335","Cayuga","0","-2.81082020207029","29"
"336","Cayuga","0","-3.64590943055058","30"
"337","Cayuga","0","-2.66787771616073","31"
"338","Cayuga","0","-0.375024339181459","32"
"339","Cayuga","0","-1.76036008717338","33"
"340","Cayuga","0","-0.67155108708303","34"
"341","Cayuga","0","0.0152490767874598","35"
"342","Cayuga","0","0.228131450428381","36"
"343","Cayuga","0","0.294786779747658","37"
"344","Cayuga","0","0.317342262565543","38"
"345","Cayuga","0","0.321005529640094","39"
"346","Cayuga","0","0.31655281646092","40"
"347","Cayuga","0","0.309198941806387","41"
"348","Cayuga","0","0.30507577171693","42"
"349","Cayuga","0","0.304043051536467","43"
"350","Cayuga","0","0.308564792805032","44"
"351","Cayuga","0","0.312801255773981","45"
"352","Cayuga","0","0.311272414281589","46"
"353","Cayuga","0","0.305462209292856","47"
"354","Cayuga","0","0.277294024806127","48"
"355","Cayuga","0","0.240131652829863","49"
"356","Cayuga","0","0.193692845239281","50"
"357","Cayuga","0","0.104176494494011","51"
"358","Cayuga","0","0.0573934944079235","52"
"359","Cayuga","0","-0.12386189367246","53"
"360","Cayuga","0","-0.0772805560057611","54"
"361","Cayuga","0","-0.223469615453691","55"
"362","Cayuga","0","-0.189694253241427","56"
"363","Cayuga","0","0.299118369720387","57"
"364","Cayuga","0","0.246167946871722","58"
"365","Cayuga","0","0.0938891627766641","59"
"366","Cayuga","0","0.841735698111784","60"
"367","Cayuga","0","0.718668912042818","61"
"368","Chautauqua","-1.74914718191923e-11","-0.032158137900689","1"
"369","Chautauqua","-1.74914718190442e-11","0.0029914165063154","2"
"370","Chautauqua","-1.74914718187717e-11","0.0766025093748564","3"
"371","Chautauqua","0.07862419310328","1.18867514070494","4"
"372","Chautauqua","0.157248386224051","0.310363156650402","5"
"373","Chautauqua","0.07862419310328","0.432051172595866","6"
"374","Chautauqua","0.157248386224051","1.55373918854133","7"
"375","Chautauqua","0.07862419310328","0.675427204486796","8"
"376","Chautauqua","0.235872579344823","0.797115220432261","9"
"377","Chautauqua","0.707617738069452","0.918803236377725","10"
"378","Chautauqua","0.314496772465594","1.04049125232319","11"
"379","Chautauqua","0.864866124310995","3.16217926826866","12"
"380","Chautauqua","1.17936289679408","6.28386728421412","13"
"381","Chautauqua","2.12285321424334","7.40555530015959","14"
"382","Chautauqua","3.22359191793414","6.52724331610505","15"
"383","Chautauqua","6.21131125652345","8.64893133205051","16"
"384","Chautauqua","9.6707757538374","12.770619347996","17"
"385","Chautauqua","9.19903059511277","30.8923073639414","18"
"386","Chautauqua","14.0737305686006","57.0139953798869","19"
"387","Chautauqua","16.8255773278276","44.1356833958324","20"
"388","Chautauqua","12.4226225130644","40.2573714117778","21"
"389","Chautauqua","6.52580802900654","40.3790594277233","22"
"390","Chautauqua","4.87469997347034","32.5007474436688","23"
"391","Chautauqua","4.56020320098725","32.6224354596142","24"
"392","Chautauqua","3.38084030417568","18.7441234755597","25"
"393","Chautauqua","3.77396126977954","2.88504226073593","26"
"394","Chautauqua","3.06634353169259","3.14134566129678","27"
"395","Chautauqua","1.02211451055254","3.83995675416532","28"
"396","Chautauqua","0.943490317431764","5.31741400088002","29"
"397","Chautauqua","1.80835644176025","7.1794866322101","30"
"398","Chautauqua","2.12285321424334","8.67617464815556","31"
"399","Chautauqua","1.49385966927716","9.53824727948565","32"
"400","Chautauqua","0.314496772465592","9.99647375696957","33"
"401","Chautauqua","-1.74933401098087e-11","10.2335463882997","34"
"402","Chautauqua","-1.74933401098149e-11","10.3648497888605","35"
"403","Chautauqua","-1.74933401098166e-11","10.4961531894214","36"
"404","Chautauqua","-1.74933401098172e-11","10.6274565899822","37"
"405","Chautauqua","-1.74933401098173e-11","10.7299138366969","38"
"406","Chautauqua","-1.74933401098174e-11","10.7842941603347","39"
"407","Chautauqua","-1.74933401098174e-11","10.8002129455109","40"
"408","Chautauqua","-1.74933401098174e-11","10.8161317306871","41"
"409","Chautauqua","-1.74933401098174e-11","10.822435131248","42"
"410","Chautauqua","-1.74933401097508e-11","10.7710462241165","43"
"411","Chautauqua","-1.74933401097841e-11","10.5081188554466","44"
"412","Chautauqua","-1.74933401097799e-11","9.82211456369977","45"
"413","Chautauqua","-1.74933401097789e-11","9.01111027195292","46"
"414","Chautauqua","-1.74933401097791e-11","8.36356751866762","47"
"415","Chautauqua","-1.74933401097791e-11","7.75448630384385","48"
"416","Chautauqua","-1.74933401097792e-11","7.22232816594316","49"
