"","County","Period","Date","Incidents","ARIMA","Error_ARIMA","HW","Error_HW","Latitude","Longitude"
"1","Albany","2009-2010",2009-10-10,4,0,0,0,0,42.5882713,-73.9740136
"2","Albany","2016-2017",2017-03-18,18,0,0,0,0,42.5882713,-73.9740136
"3","Albany","2012-2013",2013-06-29,0,0,0,0,0,42.5882713,-73.9740136
"4","Albany","2015-2016",2016-04-23,33,0,0,0,0,42.5882713,-73.9740136
"5","Albany","2011-2012",2012-08-04,0,0,0,0,0,42.5882713,-73.9740136
"6","Albany","2018-2019",2019-02-16,92,30,-62,6,-86,42.5882713,-73.9740136
"7","Albany","2010-2011",2010-10-16,0,0,0,0,0,42.5882713,-73.9740136
"8","Albany","2017-2018",2018-03-24,35,0,0,0,0,42.5882713,-73.9740136
"9","Albany","2009-2010",2009-11-21,29,0,0,0,0,42.5882713,-73.9740136
"10","Albany","2016-2017",2017-04-29,9,0,0,0,0,42.5882713,-73.9740136
"11","Albany","2012-2013",2013-08-10,0,0,0,0,0,42.5882713,-73.9740136
"12","Albany","2015-2016",2016-06-04,0,0,0,0,0,42.5882713,-73.9740136
"13","Albany","2011-2012",2011-10-22,0,0,0,0,0,42.5882713,-73.9740136
"14","Albany","2014-2015",2015-07-11,0,0,0,0,0,42.5882713,-73.9740136
"15","Albany","2010-2011",2010-11-27,0,0,0,0,0,42.5882713,-73.9740136
"16","Albany","2017-2018",2018-05-05,20,0,0,0,0,42.5882713,-73.9740136
"17","Albany","2009-2010",2010-01-02,0,0,0,0,0,42.5882713,-73.9740136
"18","Albany","2012-2013",2012-10-27,0,0,0,0,0,42.5882713,-73.9740136
"19","Albany","2015-2016",2016-07-16,0,0,0,0,0,42.5882713,-73.9740136
"20","Albany","2009-2010",2010-01-16,0,0,0,0,0,42.5882713,-73.9740136
"21","Albany","2011-2012",2011-12-03,0,0,0,0,0,42.5882713,-73.9740136
"22","Albany","2014-2015",2015-08-22,0,0,0,0,0,42.5882713,-73.9740136
"23","Albany","2010-2011",2011-01-08,10,0,0,0,0,42.5882713,-73.9740136
"24","Albany","2013-2014",2013-11-02,0,0,0,0,0,42.5882713,-73.9740136
"25","Albany","2016-2017",2017-07-22,0,0,0,0,0,42.5882713,-73.9740136
"26","Albany","2012-2013",2012-12-08,7,0,0,0,0,42.5882713,-73.9740136
"27","Albany","2015-2016",2016-08-27,0,0,0,0,0,42.5882713,-73.9740136
"28","Albany","2016-2017",2017-08-05,0,0,0,0,0,42.5882713,-73.9740136
"29","Albany","2011-2012",2012-01-14,0,0,0,0,0,42.5882713,-73.9740136
"30","Albany","2014-2015",2014-11-08,0,0,0,0,0,42.5882713,-73.9740136
"31","Albany","2017-2018",2018-07-28,0,0,0,0,0,42.5882713,-73.9740136
"32","Albany","2013-2014",2013-12-14,6,0,0,0,0,42.5882713,-73.9740136
"33","Albany","2016-2017",2017-09-02,0,0,0,0,0,42.5882713,-73.9740136
"34","Albany","2012-2013",2013-01-19,70,0,0,0,0,42.5882713,-73.9740136
"35","Albany","2015-2016",2015-11-14,0,0,0,0,0,42.5882713,-73.9740136
"36","Albany","2011-2012",2012-02-25,0,0,0,0,0,42.5882713,-73.9740136
"37","Albany","2018-2019",2019-08-03,0,0,0,2,2,42.5882713,-73.9740136
"38","Albany","2014-2015",2014-12-20,0,0,0,0,0,42.5882713,-73.9740136
"39","Albany","2014-2015",2015-04-18,0,0,0,0,0,42.5882713,-73.9740136
"40","Albany","2013-2014",2014-01-25,53,0,0,0,0,42.5882713,-73.9740136
"41","Albany","2016-2017",2016-11-19,1,0,0,0,0,42.5882713,-73.9740136
"42","Albany","2012-2013",2013-03-02,11,0,0,0,0,42.5882713,-73.9740136
"43","Albany","2015-2016",2015-12-26,0,0,0,0,0,42.5882713,-73.9740136
"44","Albany","2011-2012",2012-04-07,3,0,0,0,0,42.5882713,-73.9740136
"45","Albany","2018-2019",2019-09-14,0,0,0,1,1,42.5882713,-73.9740136
"46","Albany","2014-2015",2015-01-31,0,0,0,0,0,42.5882713,-73.9740136
"47","Albany","2017-2018",2017-11-25,1,0,0,0,0,42.5882713,-73.9740136
"48","Albany","2013-2014",2014-03-08,10,0,0,0,0,42.5882713,-73.9740136
"49","Albany","2016-2017",2016-12-31,16,0,0,0,0,42.5882713,-73.9740136
"50","Albany","2012-2013",2013-04-13,3,0,0,0,0,42.5882713,-73.9740136
"51","Albany","2015-2016",2016-02-06,7,0,0,0,0,42.5882713,-73.9740136
"52","Albany","2018-2019",2018-12-01,5,1,-4,1,-4,42.5882713,-73.9740136
"53","Albany","2014-2015",2015-03-14,0,0,0,0,0,42.5882713,-73.9740136
"54","Albany","2010-2011",2011-06-25,0,0,0,0,0,42.5882713,-73.9740136
"55","Albany","2017-2018",2018-01-06,63,0,0,0,0,42.5882713,-73.9740136
"56","Albany","2013-2014",2014-04-19,22,0,0,0,0,42.5882713,-73.9740136
"57","Albany","2016-2017",2017-02-11,63,0,0,0,0,42.5882713,-73.9740136
"58","Albany","2015-2016",2016-03-19,98,0,0,0,0,42.5882713,-73.9740136
"59","Albany","2011-2012",2012-06-30,0,0,0,0,0,42.5882713,-73.9740136
"60","Albany","2018-2019",2019-01-12,24,29,5,18,-6,42.5882713,-73.9740136
"61","Albany","2014-2015",2015-04-25,0,0,0,0,0,42.5882713,-73.9740136
"62","Albany","2010-2011",2011-08-06,0,0,0,0,0,42.5882713,-73.9740136
"63","Albany","2009-2010",2009-10-17,11,0,0,0,0,42.5882713,-73.9740136
"64","Albany","2016-2017",2017-03-25,35,0,0,0,0,42.5882713,-73.9740136
"65","Albany","2012-2013",2013-07-06,0,0,0,0,0,42.5882713,-73.9740136
"66","Albany","2015-2016",2016-04-30,36,0,0,0,0,42.5882713,-73.9740136
"67","Albany","2011-2012",2012-08-11,0,0,0,0,0,42.5882713,-73.9740136
"68","Albany","2018-2019",2019-02-23,81,27,-54,7,-74,42.5882713,-73.9740136
"69","Albany","2010-2011",2010-10-23,0,0,0,0,0,42.5882713,-73.9740136
"70","Albany","2017-2018",2018-03-31,38,0,0,0,0,42.5882713,-73.9740136
"71","Albany","2009-2010",2009-11-28,17,0,0,0,0,42.5882713,-73.9740136
"72","Albany","2016-2017",2017-05-06,4,0,0,0,0,42.5882713,-73.9740136
"73","Albany","2012-2013",2013-08-17,0,0,0,0,0,42.5882713,-73.9740136
"74","Albany","2015-2016",2016-06-11,0,0,0,0,0,42.5882713,-73.9740136
"75","Albany","2011-2012",2011-10-29,0,0,0,0,0,42.5882713,-73.9740136
"76","Albany","2014-2015",2015-07-18,0,0,0,0,0,42.5882713,-73.9740136
"77","Albany","2010-2011",2010-12-04,1,0,0,0,0,42.5882713,-73.9740136
"78","Albany","2017-2018",2018-05-12,11,0,0,0,0,42.5882713,-73.9740136
"79","Albany","2009-2010",2010-01-09,0,0,0,0,0,42.5882713,-73.9740136
"80","Albany","2012-2013",2012-11-03,0,0,0,0,0,42.5882713,-73.9740136
"81","Albany","2015-2016",2016-07-23,0,0,0,0,0,42.5882713,-73.9740136
"82","Albany","2009-2010",2010-01-23,0,0,0,0,0,42.5882713,-73.9740136
"83","Albany","2011-2012",2011-12-10,0,0,0,0,0,42.5882713,-73.9740136
"84","Albany","2014-2015",2015-08-29,0,0,0,0,0,42.5882713,-73.9740136
"85","Albany","2010-2011",2011-01-15,8,0,0,0,0,42.5882713,-73.9740136
"86","Albany","2013-2014",2013-11-09,0,0,0,0,0,42.5882713,-73.9740136
"87","Albany","2016-2017",2017-07-29,0,0,0,0,0,42.5882713,-73.9740136
"88","Albany","2012-2013",2012-12-15,24,0,0,0,0,42.5882713,-73.9740136
"89","Albany","2015-2016",2016-09-03,0,0,0,0,0,42.5882713,-73.9740136
"90","Albany","2016-2017",2017-08-12,0,0,0,0,0,42.5882713,-73.9740136
"91","Albany","2011-2012",2012-01-21,0,0,0,0,0,42.5882713,-73.9740136
"92","Albany","2014-2015",2014-11-15,0,0,0,0,0,42.5882713,-73.9740136
"93","Albany","2017-2018",2018-08-04,0,0,0,0,0,42.5882713,-73.9740136
"94","Albany","2013-2014",2013-12-21,6,0,0,0,0,42.5882713,-73.9740136
"95","Albany","2016-2017",2017-09-09,0,0,0,0,0,42.5882713,-73.9740136
"96","Albany","2012-2013",2013-01-26,41,0,0,0,0,42.5882713,-73.9740136
"97","Albany","2015-2016",2015-11-21,0,0,0,0,0,42.5882713,-73.9740136
"98","Albany","2011-2012",2012-03-03,0,0,0,0,0,42.5882713,-73.9740136
"99","Albany","2018-2019",2019-08-10,0,0,0,1,1,42.5882713,-73.9740136
"100","Albany","2014-2015",2014-12-27,0,0,0,0,0,42.5882713,-73.9740136
"101","Albany","2017-2018",2018-09-15,0,0,0,0,0,42.5882713,-73.9740136
"102","Albany","2013-2014",2014-02-01,45,0,0,0,0,42.5882713,-73.9740136
"103","Albany","2016-2017",2016-11-26,2,0,0,0,0,42.5882713,-73.9740136
"104","Albany","2012-2013",2013-03-09,10,0,0,0,0,42.5882713,-73.9740136
"105","Albany","2015-2016",2016-01-02,0,0,0,0,0,42.5882713,-73.9740136
"106","Albany","2011-2012",2012-04-14,5,0,0,0,0,42.5882713,-73.9740136
"107","Albany","2018-2019",2019-09-21,0,0,0,1,1,42.5882713,-73.9740136
"108","Albany","2014-2015",2015-02-07,0,0,0,0,0,42.5882713,-73.9740136
"109","Albany","2017-2018",2017-12-02,7,0,0,0,0,42.5882713,-73.9740136
"110","Albany","2013-2014",2014-03-15,14,0,0,0,0,42.5882713,-73.9740136
"111","Albany","2016-2017",2017-01-07,19,0,0,0,0,42.5882713,-73.9740136
"112","Albany","2012-2013",2013-04-20,3,0,0,0,0,42.5882713,-73.9740136
"113","Albany","2015-2016",2016-02-13,14,0,0,0,0,42.5882713,-73.9740136
"114","Albany","2018-2019",2018-12-08,6,1,-5,3,-3,42.5882713,-73.9740136
"115","Albany","2014-2015",2015-03-21,0,0,0,0,0,42.5882713,-73.9740136
"116","Albany","2010-2011",2011-07-02,0,0,0,0,0,42.5882713,-73.9740136
"117","Albany","2017-2018",2018-01-13,159,0,0,0,0,42.5882713,-73.9740136
"118","Albany","2013-2014",2014-04-26,22,0,0,0,0,42.5882713,-73.9740136
"119","Albany","2016-2017",2017-02-18,74,0,0,0,0,42.5882713,-73.9740136
"120","Albany","2015-2016",2016-03-26,67,0,0,0,0,42.5882713,-73.9740136
"121","Albany","2011-2012",2012-07-07,0,0,0,0,0,42.5882713,-73.9740136
"122","Albany","2018-2019",2019-01-19,47,25,-22,8,-39,42.5882713,-73.9740136
"123","Albany","2014-2015",2015-05-02,0,0,0,0,0,42.5882713,-73.9740136
"124","Albany","2010-2011",2011-08-13,0,0,0,0,0,42.5882713,-73.9740136
"125","Albany","2009-2010",2009-10-24,27,0,0,0,0,42.5882713,-73.9740136
"126","Albany","2016-2017",2017-04-01,20,0,0,0,0,42.5882713,-73.9740136
"127","Albany","2012-2013",2013-07-13,0,0,0,0,0,42.5882713,-73.9740136
"128","Albany","2015-2016",2016-05-07,22,0,0,0,0,42.5882713,-73.9740136
"129","Albany","2011-2012",2012-08-18,0,0,0,0,0,42.5882713,-73.9740136
"130","Albany","2018-2019",2019-03-02,87,18,-69,9,-78,42.5882713,-73.9740136
"131","Albany","2010-2011",2010-10-30,0,0,0,0,0,42.5882713,-73.9740136
"132","Albany","2017-2018",2018-04-07,38,0,0,0,0,42.5882713,-73.9740136
"133","Albany","2009-2010",2009-12-05,8,0,0,0,0,42.5882713,-73.9740136
"134","Albany","2016-2017",2017-05-13,5,0,0,0,0,42.5882713,-73.9740136
"135","Albany","2012-2013",2013-08-24,0,0,0,0,0,42.5882713,-73.9740136
"136","Albany","2015-2016",2016-06-18,0,0,0,0,0,42.5882713,-73.9740136
"137","Albany","2011-2012",2011-11-05,0,0,0,0,0,42.5882713,-73.9740136
"138","Albany","2014-2015",2015-07-25,0,0,0,0,0,42.5882713,-73.9740136
"139","Albany","2010-2011",2010-12-11,1,0,0,0,0,42.5882713,-73.9740136
"140","Albany","2017-2018",2018-05-19,4,0,0,0,0,42.5882713,-73.9740136
"141","Albany","2014-2015",2015-08-08,0,0,0,0,0,42.5882713,-73.9740136
"142","Albany","2012-2013",2012-11-10,0,0,0,0,0,42.5882713,-73.9740136
"143","Albany","2015-2016",2016-07-30,0,0,0,0,0,42.5882713,-73.9740136
"144","Albany","2009-2010",2010-01-30,2,0,0,0,0,42.5882713,-73.9740136
"145","Albany","2011-2012",2011-12-17,0,0,0,0,0,42.5882713,-73.9740136
"146","Albany","2014-2015",2015-09-05,0,0,0,0,0,42.5882713,-73.9740136
"147","Albany","2010-2011",2011-01-22,12,0,0,0,0,42.5882713,-73.9740136
"148","Albany","2013-2014",2013-11-16,1,0,0,0,0,42.5882713,-73.9740136
"149","Albany","2014-2015",2015-09-19,0,0,0,0,0,42.5882713,-73.9740136
"150","Albany","2012-2013",2012-12-22,52,0,0,0,0,42.5882713,-73.9740136
"151","Albany","2015-2016",2016-09-10,0,0,0,0,0,42.5882713,-73.9740136
"152","Albany","2016-2017",2017-08-19,0,0,0,0,0,42.5882713,-73.9740136
"153","Albany","2011-2012",2012-01-28,0,0,0,0,0,42.5882713,-73.9740136
"154","Albany","2014-2015",2014-11-22,0,0,0,0,0,42.5882713,-73.9740136
"155","Albany","2017-2018",2018-08-11,0,0,0,0,0,42.5882713,-73.9740136
"156","Albany","2013-2014",2013-12-28,19,0,0,0,0,42.5882713,-73.9740136
"157","Albany","2016-2017",2017-09-16,0,0,0,0,0,42.5882713,-73.9740136
"158","Albany","2012-2013",2013-02-02,16,0,0,0,0,42.5882713,-73.9740136
"159","Albany","2015-2016",2015-11-28,0,0,0,0,0,42.5882713,-73.9740136
"160","Albany","2011-2012",2012-03-10,1,0,0,0,0,42.5882713,-73.9740136
"161","Albany","2018-2019",2019-08-17,0,0,0,1,1,42.5882713,-73.9740136
"162","Albany","2014-2015",2015-01-03,0,0,0,0,0,42.5882713,-73.9740136
"163","Albany","2017-2018",2018-09-22,0,0,0,0,0,42.5882713,-73.9740136
"164","Albany","2013-2014",2014-02-08,32,0,0,0,0,42.5882713,-73.9740136
"165","Albany","2016-2017",2016-12-03,4,0,0,0,0,42.5882713,-73.9740136
"166","Albany","2012-2013",2013-03-16,7,0,0,0,0,42.5882713,-73.9740136
"167","Albany","2015-2016",2016-01-09,0,0,0,0,0,42.5882713,-73.9740136
"168","Albany","2011-2012",2012-04-21,2,0,0,0,0,42.5882713,-73.9740136
"169","Albany","2018-2019",2019-09-28,0,0,0,1,1,42.5882713,-73.9740136
"170","Albany","2014-2015",2015-02-14,0,0,0,0,0,42.5882713,-73.9740136
"171","Albany","2017-2018",2017-12-09,7,0,0,0,0,42.5882713,-73.9740136
"172","Albany","2013-2014",2014-03-22,8,0,0,0,0,42.5882713,-73.9740136
"173","Albany","2016-2017",2017-01-14,29,0,0,0,0,42.5882713,-73.9740136
"174","Albany","2012-2013",2013-04-27,1,0,0,0,0,42.5882713,-73.9740136
"175","Albany","2015-2016",2016-02-20,31,0,0,0,0,42.5882713,-73.9740136
"176","Albany","2018-2019",2018-12-15,10,1,-9,5,-5,42.5882713,-73.9740136
"177","Albany","2014-2015",2015-03-28,0,0,0,0,0,42.5882713,-73.9740136
"178","Albany","2010-2011",2011-07-09,0,0,0,0,0,42.5882713,-73.9740136
"179","Albany","2017-2018",2018-01-20,140,0,0,0,0,42.5882713,-73.9740136
"180","Albany","2013-2014",2014-05-03,32,0,0,0,0,42.5882713,-73.9740136
"181","Albany","2016-2017",2017-02-25,92,0,0,0,0,42.5882713,-73.9740136
"182","Albany","2015-2016",2016-04-02,72,0,0,0,0,42.5882713,-73.9740136
"183","Albany","2011-2012",2012-07-14,0,0,0,0,0,42.5882713,-73.9740136
"184","Albany","2018-2019",2019-01-26,46,28,-18,9,-37,42.5882713,-73.9740136
"185","Albany","2014-2015",2015-05-09,0,0,0,0,0,42.5882713,-73.9740136
"186","Albany","2010-2011",2011-08-20,0,0,0,0,0,42.5882713,-73.9740136
"187","Albany","2009-2010",2009-10-31,87,0,0,0,0,42.5882713,-73.9740136
"188","Albany","2016-2017",2017-04-08,35,0,0,0,0,42.5882713,-73.9740136
"189","Albany","2012-2013",2013-07-20,0,0,0,0,0,42.5882713,-73.9740136
"190","Albany","2015-2016",2016-05-14,13,0,0,0,0,42.5882713,-73.9740136
"191","Albany","2011-2012",2012-08-25,0,0,0,0,0,42.5882713,-73.9740136
"192","Albany","2018-2019",2019-03-09,89,7,-82,6,-83,42.5882713,-73.9740136
"193","Albany","2010-2011",2010-11-06,0,0,0,0,0,42.5882713,-73.9740136
"194","Albany","2017-2018",2018-04-14,32,0,0,0,0,42.5882713,-73.9740136
"195","Albany","2009-2010",2009-12-12,5,0,0,0,0,42.5882713,-73.9740136
"196","Albany","2016-2017",2017-05-20,1,0,0,0,0,42.5882713,-73.9740136
"197","Albany","2012-2013",2013-08-31,0,0,0,0,0,42.5882713,-73.9740136
"198","Albany","2015-2016",2016-06-25,0,0,0,0,0,42.5882713,-73.9740136
"199","Albany","2011-2012",2011-11-12,0,0,0,0,0,42.5882713,-73.9740136
"200","Albany","2014-2015",2015-08-01,0,0,0,0,0,42.5882713,-73.9740136
"201","Albany","2010-2011",2010-12-18,3,0,0,0,0,42.5882713,-73.9740136
"202","Albany","2017-2018",2018-05-26,0,0,0,0,0,42.5882713,-73.9740136
"203","Albany","2014-2015",2015-08-15,0,0,0,0,0,42.5882713,-73.9740136
"204","Albany","2012-2013",2012-11-17,1,0,0,0,0,42.5882713,-73.9740136
"205","Albany","2015-2016",2016-08-06,0,0,0,0,0,42.5882713,-73.9740136
"206","Albany","2009-2010",2010-02-06,1,0,0,0,0,42.5882713,-73.9740136
"207","Albany","2011-2012",2011-12-24,0,0,0,0,0,42.5882713,-73.9740136
"208","Albany","2014-2015",2015-09-12,0,0,0,0,0,42.5882713,-73.9740136
"209","Albany","2010-2011",2011-01-29,9,0,0,0,0,42.5882713,-73.9740136
"210","Albany","2013-2014",2013-11-23,0,0,0,0,0,42.5882713,-73.9740136
"211","Albany","2014-2015",2015-09-26,0,0,0,0,0,42.5882713,-73.9740136
"212","Albany","2012-2013",2012-12-29,87,0,0,0,0,42.5882713,-73.9740136
"213","Albany","2015-2016",2016-09-17,0,0,0,0,0,42.5882713,-73.9740136
"214","Albany","2016-2017",2017-08-26,0,0,0,0,0,42.5882713,-73.9740136
"215","Albany","2011-2012",2012-02-04,0,0,0,0,0,42.5882713,-73.9740136
"216","Albany","2014-2015",2014-11-29,0,0,0,0,0,42.5882713,-73.9740136
"217","Albany","2017-2018",2018-08-18,0,0,0,0,0,42.5882713,-73.9740136
"218","Albany","2013-2014",2014-01-04,26,0,0,0,0,42.5882713,-73.9740136
"219","Albany","2016-2017",2017-09-23,0,0,0,0,0,42.5882713,-73.9740136
"220","Albany","2012-2013",2013-02-09,12,0,0,0,0,42.5882713,-73.9740136
"221","Albany","2015-2016",2015-12-05,0,0,0,0,0,42.5882713,-73.9740136
"222","Albany","2011-2012",2012-03-17,3,0,0,0,0,42.5882713,-73.9740136
"223","Albany","2018-2019",2019-08-24,0,0,0,1,1,42.5882713,-73.9740136
"224","Albany","2014-2015",2015-01-10,0,0,0,0,0,42.5882713,-73.9740136
"225","Albany","2017-2018",2018-09-29,0,0,0,0,0,42.5882713,-73.9740136
"226","Albany","2013-2014",2014-02-15,35,0,0,0,0,42.5882713,-73.9740136
"227","Albany","2016-2017",2016-12-10,0,0,0,0,0,42.5882713,-73.9740136
"228","Albany","2012-2013",2013-03-23,12,0,0,0,0,42.5882713,-73.9740136
"229","Albany","2015-2016",2016-01-16,1,0,0,0,0,42.5882713,-73.9740136
"230","Albany","2011-2012",2012-04-28,8,0,0,0,0,42.5882713,-73.9740136
"231","Albany","2019-2020",2019-10-05,2,0,-2,0,-2,42.5882713,-73.9740136
"232","Albany","2014-2015",2015-02-21,0,0,0,0,0,42.5882713,-73.9740136
"233","Albany","2017-2018",2017-12-16,7,0,0,0,0,42.5882713,-73.9740136
"234","Albany","2013-2014",2014-03-29,16,0,0,0,0,42.5882713,-73.9740136
"235","Albany","2016-2017",2017-01-21,30,0,0,0,0,42.5882713,-73.9740136
"236","Albany","2012-2013",2013-05-04,1,0,0,0,0,42.5882713,-73.9740136
"237","Albany","2015-2016",2016-02-27,57,0,0,0,0,42.5882713,-73.9740136
"238","Albany","2018-2019",2018-12-22,15,6,-9,8,-7,42.5882713,-73.9740136
"239","Albany","2014-2015",2015-04-04,0,0,0,0,0,42.5882713,-73.9740136
"240","Albany","2010-2011",2011-07-16,0,0,0,0,0,42.5882713,-73.9740136
"241","Albany","2017-2018",2018-01-27,158,0,0,0,0,42.5882713,-73.9740136
"242","Albany","2013-2014",2014-05-10,17,0,0,0,0,42.5882713,-73.9740136
"243","Albany","2016-2017",2017-03-04,52,0,0,0,0,42.5882713,-73.9740136
"244","Albany","2015-2016",2016-04-09,50,0,0,0,0,42.5882713,-73.9740136
"245","Albany","2011-2012",2012-07-21,0,0,0,0,0,42.5882713,-73.9740136
"246","Albany","2018-2019",2019-02-02,67,28,-39,4,-63,42.5882713,-73.9740136
"247","Albany","2014-2015",2015-05-16,0,0,0,0,0,42.5882713,-73.9740136
"248","Albany","2010-2011",2011-08-27,0,0,0,0,0,42.5882713,-73.9740136
"249","Albany","2009-2010",2009-11-07,77,0,0,0,0,42.5882713,-73.9740136
"250","Albany","2016-2017",2017-04-15,21,0,0,0,0,42.5882713,-73.9740136
"251","Albany","2012-2013",2013-07-27,0,0,0,0,0,42.5882713,-73.9740136
"252","Albany","2015-2016",2016-05-21,2,0,0,0,0,42.5882713,-73.9740136
"253","Albany","2011-2012",2012-09-01,0,0,0,0,0,42.5882713,-73.9740136
"254","Albany","2018-2019",2019-03-16,109,9,-100,6,-103,42.5882713,-73.9740136
"255","Albany","2010-2011",2010-11-13,1,0,0,0,0,42.5882713,-73.9740136
"256","Albany","2017-2018",2018-04-21,16,0,0,0,0,42.5882713,-73.9740136
"257","Albany","2009-2010",2009-12-19,1,0,0,0,0,42.5882713,-73.9740136
"258","Albany","2016-2017",2017-05-27,0,0,0,0,0,42.5882713,-73.9740136
"259","Albany","2012-2013",2013-09-07,0,0,0,0,0,42.5882713,-73.9740136
"260","Albany","2015-2016",2016-07-02,0,0,0,0,0,42.5882713,-73.9740136
"261","Albany","2011-2012",2011-11-19,0,0,0,0,0,42.5882713,-73.9740136
"262","Albany","2012-2013",2013-09-21,0,0,0,0,0,42.5882713,-73.9740136
"263","Albany","2010-2011",2010-12-25,5,0,0,0,0,42.5882713,-73.9740136
"264","Albany","2017-2018",2018-06-02,0,0,0,0,0,42.5882713,-73.9740136
"265","Albany","2018-2019",2019-05-11,4,2,-2,0,-4,42.5882713,-73.9740136
"266","Albany","2012-2013",2012-11-24,0,0,0,0,0,42.5882713,-73.9740136
"267","Albany","2015-2016",2016-08-13,0,0,0,0,0,42.5882713,-73.9740136
"268","Albany","2009-2010",2010-02-13,3,0,0,0,0,42.5882713,-73.9740136
"269","Albany","2011-2012",2011-12-31,0,0,0,0,0,42.5882713,-73.9740136
"270","Albany","2017-2018",2018-06-30,0,0,0,0,0,42.5882713,-73.9740136
"271","Albany","2010-2011",2011-02-05,9,0,0,0,0,42.5882713,-73.9740136
"272","Albany","2013-2014",2013-11-30,1,0,0,0,0,42.5882713,-73.9740136
"273","Albany","2014-2015",2015-10-03,0,0,0,0,0,42.5882713,-73.9740136
"274","Albany","2012-2013",2013-01-05,49,0,0,0,0,42.5882713,-73.9740136
"275","Albany","2015-2016",2016-09-24,0,0,0,0,0,42.5882713,-73.9740136
"276","Albany","2009-2010",2010-03-27,0,0,0,0,0,42.5882713,-73.9740136
"277","Albany","2011-2012",2012-02-11,0,0,0,0,0,42.5882713,-73.9740136
"278","Albany","2014-2015",2014-12-06,0,0,0,0,0,42.5882713,-73.9740136
"279","Albany","2017-2018",2018-08-25,0,0,0,0,0,42.5882713,-73.9740136
"280","Albany","2013-2014",2014-01-11,39,0,0,0,0,42.5882713,-73.9740136
"281","Albany","2016-2017",2017-09-30,0,0,0,0,0,42.5882713,-73.9740136
"282","Albany","2012-2013",2013-02-16,14,0,0,0,0,42.5882713,-73.9740136
"283","Albany","2015-2016",2015-12-12,0,0,0,0,0,42.5882713,-73.9740136
"284","Albany","2011-2012",2012-03-24,5,0,0,0,0,42.5882713,-73.9740136
"285","Albany","2018-2019",2019-08-31,0,0,0,1,1,42.5882713,-73.9740136
"286","Albany","2014-2015",2015-01-17,0,0,0,0,0,42.5882713,-73.9740136
"287","Albany","2018-2019",2018-10-06,0,0,0,0,0,42.5882713,-73.9740136
"288","Albany","2013-2014",2014-02-22,12,0,0,0,0,42.5882713,-73.9740136
"289","Albany","2016-2017",2016-12-17,2,0,0,0,0,42.5882713,-73.9740136
"290","Albany","2012-2013",2013-03-30,10,0,0,0,0,42.5882713,-73.9740136
"291","Albany","2015-2016",2016-01-23,4,0,0,0,0,42.5882713,-73.9740136
"292","Albany","2011-2012",2012-05-05,3,0,0,0,0,42.5882713,-73.9740136
"293","Albany","2019-2020",2019-10-12,1,0,-1,0,-1,42.5882713,-73.9740136
"294","Albany","2014-2015",2015-02-28,0,0,0,0,0,42.5882713,-73.9740136
"295","Albany","2017-2018",2017-12-23,35,0,0,0,0,42.5882713,-73.9740136
"296","Albany","2013-2014",2014-04-05,29,0,0,0,0,42.5882713,-73.9740136
"297","Albany","2016-2017",2017-01-28,48,0,0,0,0,42.5882713,-73.9740136
"298","Albany","2012-2013",2013-05-11,0,0,0,0,0,42.5882713,-73.9740136
"299","Albany","2015-2016",2016-03-05,68,0,0,0,0,42.5882713,-73.9740136
"300","Albany","2018-2019",2018-12-29,18,8,-10,9,-9,42.5882713,-73.9740136
"301","Albany","2014-2015",2015-04-11,0,0,0,0,0,42.5882713,-73.9740136
"302","Albany","2010-2011",2011-07-23,0,0,0,0,0,42.5882713,-73.9740136
"303","Albany","2017-2018",2018-02-03,158,0,0,0,0,42.5882713,-73.9740136
"304","Albany","2013-2014",2014-05-17,8,0,0,0,0,42.5882713,-73.9740136
"305","Albany","2016-2017",2017-03-11,42,0,0,0,0,42.5882713,-73.9740136
"306","Albany","2015-2016",2016-04-16,47,0,0,0,0,42.5882713,-73.9740136
"307","Albany","2011-2012",2012-07-28,0,0,0,0,0,42.5882713,-73.9740136
"308","Albany","2018-2019",2019-02-09,63,32,-31,9,-54,42.5882713,-73.9740136
"309","Albany","2014-2015",2015-05-23,0,0,0,0,0,42.5882713,-73.9740136
"310","Albany","2010-2011",2011-09-03,0,0,0,0,0,42.5882713,-73.9740136
"311","Albany","2009-2010",2009-11-14,61,0,0,0,0,42.5882713,-73.9740136
"312","Albany","2016-2017",2017-04-22,18,0,0,0,0,42.5882713,-73.9740136
"313","Albany","2012-2013",2013-08-03,0,0,0,0,0,42.5882713,-73.9740136
"314","Albany","2015-2016",2016-05-28,0,0,0,0,0,42.5882713,-73.9740136
"315","Albany","2011-2012",2012-09-08,0,0,0,0,0,42.5882713,-73.9740136
"316","Albany","2018-2019",2019-03-23,168,6,-162,7,-161,42.5882713,-73.9740136
"317","Albany","2010-2011",2010-11-20,1,0,0,0,0,42.5882713,-73.9740136
"318","Albany","2017-2018",2018-04-28,25,0,0,0,0,42.5882713,-73.9740136
"319","Albany","2009-2010",2009-12-26,0,0,0,0,0,42.5882713,-73.9740136
"320","Albany","2016-2017",2017-06-03,0,0,0,0,0,42.5882713,-73.9740136
"321","Albany","2012-2013",2013-09-14,0,0,0,0,0,42.5882713,-73.9740136
"322","Albany","2015-2016",2016-07-09,0,0,0,0,0,42.5882713,-73.9740136
"323","Albany","2011-2012",2011-11-26,0,0,0,0,0,42.5882713,-73.9740136
